Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
4/1/2023,COD,109569000,Haut-Katanga,Kipushi,projected,1/1/2023,6/30/2023,3+,34256,0.1
4/1/2023,COD,109569000,Haut-Katanga,Kipushi,projected,1/1/2023,6/30/2023,1,85642,0.25
4/1/2023,COD,109569000,Haut-Katanga,Kipushi,projected,1/1/2023,6/30/2023,2,222669,0.65
4/1/2023,COD,109569000,Haut-Katanga,Kipushi,projected,1/1/2023,6/30/2023,3,34256,0.1
4/1/2023,COD,109569000,Haut-Katanga,Kipushi,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut-Katanga,Kipushi,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut-Katanga,Mitwaba,projected,1/1/2023,6/30/2023,all,335916,1
4/1/2023,COD,109569000,Haut-Katanga,Mitwaba,projected,1/1/2023,6/30/2023,3+,117569,0.35
4/1/2023,COD,109569000,Haut-Katanga,Mitwaba,projected,1/1/2023,6/30/2023,1,67183,0.2
4/1/2023,COD,109569000,Haut-Katanga,Mitwaba,projected,1/1/2023,6/30/2023,2,151162,0.45
4/1/2023,COD,109569000,Haut-Katanga,Mitwaba,projected,1/1/2023,6/30/2023,3,100774,0.3
4/1/2023,COD,109569000,Haut-Katanga,Mitwaba,projected,1/1/2023,6/30/2023,4,16795,0.05
4/1/2023,COD,109569000,Haut-Katanga,Mitwaba,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut-Katanga,Pweto,projected,1/1/2023,6/30/2023,all,651997,1
4/1/2023,COD,109569000,Haut-Katanga,Pweto,projected,1/1/2023,6/30/2023,3+,130398,0.2
4/1/2023,COD,109569000,Haut-Katanga,Pweto,projected,1/1/2023,6/30/2023,1,162999,0.25
4/1/2023,COD,109569000,Haut-Katanga,Pweto,projected,1/1/2023,6/30/2023,2,358598,0.55
4/1/2023,COD,109569000,Haut-Katanga,Pweto,projected,1/1/2023,6/30/2023,3,97799,0.15
4/1/2023,COD,109569000,Haut-Katanga,Pweto,projected,1/1/2023,6/30/2023,4,32599,0.05
4/1/2023,COD,109569000,Haut-Katanga,Pweto,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut-Katanga,Sakania,projected,1/1/2023,6/30/2023,all,271026,1
4/1/2023,COD,109569000,Haut-Katanga,Sakania,projected,1/1/2023,6/30/2023,3+,27102,0.1
4/1/2023,COD,109569000,Haut-Katanga,Sakania,projected,1/1/2023,6/30/2023,1,81307,0.3
4/1/2023,COD,109569000,Haut-Katanga,Sakania,projected,1/1/2023,6/30/2023,2,162615,0.6
4/1/2023,COD,109569000,Haut-Katanga,Sakania,projected,1/1/2023,6/30/2023,3,27102,0.1
4/1/2023,COD,109569000,Haut-Katanga,Sakania,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut-Katanga,Sakania,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï,Ilebo,projected,1/1/2023,6/30/2023,all,457831,1
4/1/2023,COD,109569000,Kasaï,Ilebo,projected,1/1/2023,6/30/2023,3+,137349,0.3
4/1/2023,COD,109569000,Kasaï,Ilebo,projected,1/1/2023,6/30/2023,1,68674,0.15
4/1/2023,COD,109569000,Kasaï,Ilebo,projected,1/1/2023,6/30/2023,2,251807,0.55
4/1/2023,COD,109569000,Kasaï,Ilebo,projected,1/1/2023,6/30/2023,3,137349,0.3
4/1/2023,COD,109569000,Kasaï,Ilebo,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï,Ilebo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï,Kamonia,projected,1/1/2023,6/30/2023,all,1142205,1
4/1/2023,COD,109569000,Kasaï,Kamonia,projected,1/1/2023,6/30/2023,3+,399771,0.35
4/1/2023,COD,109569000,Kasaï,Kamonia,projected,1/1/2023,6/30/2023,1,342661,0.3
4/1/2023,COD,109569000,Kasaï,Kamonia,projected,1/1/2023,6/30/2023,2,399771,0.35
4/1/2023,COD,109569000,Kasaï,Kamonia,projected,1/1/2023,6/30/2023,3,399771,0.35
4/1/2023,COD,109569000,Kasaï,Kamonia,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï,Kamonia,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï,Dekese,projected,1/1/2023,6/30/2023,all,128561,1
4/1/2023,COD,109569000,Kasaï,Dekese,projected,1/1/2023,6/30/2023,3+,12856,0.1
4/1/2023,COD,109569000,Kasaï,Dekese,projected,1/1/2023,6/30/2023,1,38568,0.3
4/1/2023,COD,109569000,Kasaï,Dekese,projected,1/1/2023,6/30/2023,2,77136,0.6
4/1/2023,COD,109569000,Kasaï,Dekese,projected,1/1/2023,6/30/2023,3,12856,0.1
4/1/2023,COD,109569000,Kasaï,Dekese,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï,Dekese,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï,Luebo,projected,1/1/2023,6/30/2023,all,346987,1
4/1/2023,COD,109569000,Kasaï,Luebo,projected,1/1/2023,6/30/2023,3+,121445,0.35
4/1/2023,COD,109569000,Kasaï,Luebo,projected,1/1/2023,6/30/2023,1,69397,0.2
4/1/2023,COD,109569000,Kasaï,Luebo,projected,1/1/2023,6/30/2023,2,156144,0.45
4/1/2023,COD,109569000,Kasaï,Luebo,projected,1/1/2023,6/30/2023,3,121445,0.35
4/1/2023,COD,109569000,Kasaï,Luebo,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï,Luebo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï,Mweka,projected,1/1/2023,6/30/2023,all,585444,1
4/1/2023,COD,109569000,Kasaï,Mweka,projected,1/1/2023,6/30/2023,3+,117088,0.2
4/1/2023,COD,109569000,Kasaï,Mweka,projected,1/1/2023,6/30/2023,1,117088,0.2
4/1/2023,COD,109569000,Kasaï,Mweka,projected,1/1/2023,6/30/2023,2,351266,0.6
4/1/2023,COD,109569000,Kasaï,Mweka,projected,1/1/2023,6/30/2023,3,117088,0.2
4/1/2023,COD,109569000,Kasaï,Mweka,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï,Mweka,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Lomami,Kamiji,projected,1/1/2023,6/30/2023,all,87808,1
4/1/2023,COD,109569000,Lomami,Kamiji,projected,1/1/2023,6/30/2023,3+,35122,0.4
4/1/2023,COD,109569000,Lomami,Kamiji,projected,1/1/2023,6/30/2023,1,26342,0.3
4/1/2023,COD,109569000,Lomami,Kamiji,projected,1/1/2023,6/30/2023,2,26342,0.3
4/1/2023,COD,109569000,Lomami,Kamiji,projected,1/1/2023,6/30/2023,3,30732,0.35
4/1/2023,COD,109569000,Lomami,Kamiji,projected,1/1/2023,6/30/2023,4,4390,0.05
4/1/2023,COD,109569000,Lomami,Kamiji,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Lomami,Mwene ditu,projected,1/1/2023,6/30/2023,all,594797,1
4/1/2023,COD,109569000,Lomami,Mwene ditu,projected,1/1/2023,6/30/2023,3+,59479,0.1
4/1/2023,COD,109569000,Lomami,Mwene ditu,projected,1/1/2023,6/30/2023,1,327138,0.55
4/1/2023,COD,109569000,Lomami,Mwene ditu,projected,1/1/2023,6/30/2023,2,208178,0.35
4/1/2023,COD,109569000,Lomami,Mwene ditu,projected,1/1/2023,6/30/2023,3,59479,0.1
4/1/2023,COD,109569000,Lomami,Mwene ditu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Lomami,Mwene ditu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Lomami,Ngandajika,projected,1/1/2023,6/30/2023,all,683194,1
4/1/2023,COD,109569000,Lomami,Ngandajika,projected,1/1/2023,6/30/2023,3+,68319,0.1
4/1/2023,COD,109569000,Lomami,Ngandajika,projected,1/1/2023,6/30/2023,1,239117,0.35
4/1/2023,COD,109569000,Lomami,Ngandajika,projected,1/1/2023,6/30/2023,2,375756,0.55
4/1/2023,COD,109569000,Lomami,Ngandajika,projected,1/1/2023,6/30/2023,3,68319,0.1
4/1/2023,COD,109569000,Lomami,Ngandajika,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Lomami,Ngandajika,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Lomami,Kabinda,projected,1/1/2023,6/30/2023,all,592006,1
4/1/2023,COD,109569000,Lomami,Kabinda,projected,1/1/2023,6/30/2023,3+,59200,0.1
4/1/2023,COD,109569000,Lomami,Kabinda,projected,1/1/2023,6/30/2023,1,236802,0.4
4/1/2023,COD,109569000,Lomami,Kabinda,projected,1/1/2023,6/30/2023,2,296003,0.5
4/1/2023,COD,109569000,Lomami,Kabinda,projected,1/1/2023,6/30/2023,3,59200,0.1
4/1/2023,COD,109569000,Lomami,Kabinda,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Lomami,Kabinda,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Lomami,Lubao,projected,1/1/2023,6/30/2023,all,479920,1
4/1/2023,COD,109569000,Lomami,Lubao,projected,1/1/2023,6/30/2023,3+,47992,0.1
4/1/2023,COD,109569000,Lomami,Lubao,projected,1/1/2023,6/30/2023,1,239960,0.5
4/1/2023,COD,109569000,Lomami,Lubao,projected,1/1/2023,6/30/2023,2,191968,0.4
4/1/2023,COD,109569000,Lomami,Lubao,projected,1/1/2023,6/30/2023,3,47992,0.1
4/1/2023,COD,109569000,Lomami,Lubao,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Lomami,Lubao,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Lomami,Luilu,projected,1/1/2023,6/30/2023,all,760050,1
4/1/2023,COD,109569000,Lomami,Luilu,projected,1/1/2023,6/30/2023,3+,228015,0.3
4/1/2023,COD,109569000,Lomami,Luilu,projected,1/1/2023,6/30/2023,1,190012,0.25
4/1/2023,COD,109569000,Lomami,Luilu,projected,1/1/2023,6/30/2023,2,342022,0.45
4/1/2023,COD,109569000,Lomami,Luilu,projected,1/1/2023,6/30/2023,3,152010,0.2
4/1/2023,COD,109569000,Lomami,Luilu,projected,1/1/2023,6/30/2023,4,76005,0.1
4/1/2023,COD,109569000,Lomami,Luilu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Tshopo,Bafwasende,projected,1/1/2023,6/30/2023,all,198460,1
4/1/2023,COD,109569000,Tshopo,Bafwasende,projected,1/1/2023,6/30/2023,3+,59538,0.3
4/1/2023,COD,109569000,Tshopo,Bafwasende,projected,1/1/2023,6/30/2023,1,59538,0.3
4/1/2023,COD,109569000,Tshopo,Bafwasende,projected,1/1/2023,6/30/2023,2,79384,0.4
4/1/2023,COD,109569000,Tshopo,Bafwasende,projected,1/1/2023,6/30/2023,3,49615,0.25
4/1/2023,COD,109569000,Tshopo,Bafwasende,projected,1/1/2023,6/30/2023,4,9923,0.05
4/1/2023,COD,109569000,Tshopo,Bafwasende,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Tshopo,Ubundu,projected,1/1/2023,6/30/2023,all,294389,1
4/1/2023,COD,109569000,Tshopo,Ubundu,projected,1/1/2023,6/30/2023,3+,44158,0.15
4/1/2023,COD,109569000,Tshopo,Ubundu,projected,1/1/2023,6/30/2023,1,88316,0.3
4/1/2023,COD,109569000,Tshopo,Ubundu,projected,1/1/2023,6/30/2023,2,161913,0.55
4/1/2023,COD,109569000,Tshopo,Ubundu,projected,1/1/2023,6/30/2023,3,44158,0.15
4/1/2023,COD,109569000,Tshopo,Ubundu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Tshopo,Ubundu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Tshopo,Banalia,projected,1/1/2023,6/30/2023,all,242488,1
4/1/2023,COD,109569000,Tshopo,Banalia,projected,1/1/2023,6/30/2023,3+,72746,0.3
4/1/2023,COD,109569000,Tshopo,Banalia,projected,1/1/2023,6/30/2023,1,72746,0.3
4/1/2023,COD,109569000,Tshopo,Banalia,projected,1/1/2023,6/30/2023,2,96995,0.4
4/1/2023,COD,109569000,Tshopo,Banalia,projected,1/1/2023,6/30/2023,3,60622,0.25
4/1/2023,COD,109569000,Tshopo,Banalia,projected,1/1/2023,6/30/2023,4,12124,0.05
4/1/2023,COD,109569000,Tshopo,Banalia,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Tshopo,Basoko,projected,1/1/2023,6/30/2023,all,322385,1
4/1/2023,COD,109569000,Tshopo,Basoko,projected,1/1/2023,6/30/2023,3+,96715,0.3
4/1/2023,COD,109569000,Tshopo,Basoko,projected,1/1/2023,6/30/2023,1,64477,0.2
4/1/2023,COD,109569000,Tshopo,Basoko,projected,1/1/2023,6/30/2023,2,161192,0.5
4/1/2023,COD,109569000,Tshopo,Basoko,projected,1/1/2023,6/30/2023,3,80596,0.25
4/1/2023,COD,109569000,Tshopo,Basoko,projected,1/1/2023,6/30/2023,4,16119,0.05
4/1/2023,COD,109569000,Tshopo,Basoko,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Tshopo,Isangi,projected,1/1/2023,6/30/2023,all,532276,1
4/1/2023,COD,109569000,Tshopo,Isangi,projected,1/1/2023,6/30/2023,3+,133068,0.25
4/1/2023,COD,109569000,Tshopo,Isangi,projected,1/1/2023,6/30/2023,1,133069,0.25
4/1/2023,COD,109569000,Tshopo,Isangi,projected,1/1/2023,6/30/2023,2,266138,0.5
4/1/2023,COD,109569000,Tshopo,Isangi,projected,1/1/2023,6/30/2023,3,106455,0.2
4/1/2023,COD,109569000,Tshopo,Isangi,projected,1/1/2023,6/30/2023,4,26613,0.05
4/1/2023,COD,109569000,Tshopo,Isangi,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Tshopo,Kisangani,projected,1/1/2023,6/30/2023,all,793129,1
4/1/2023,COD,109569000,Tshopo,Kisangani,projected,1/1/2023,6/30/2023,3+,118969,0.15
4/1/2023,COD,109569000,Tshopo,Kisangani,projected,1/1/2023,6/30/2023,1,277595,0.35
4/1/2023,COD,109569000,Tshopo,Kisangani,projected,1/1/2023,6/30/2023,2,396564,0.5
4/1/2023,COD,109569000,Tshopo,Kisangani,projected,1/1/2023,6/30/2023,3,118969,0.15
4/1/2023,COD,109569000,Tshopo,Kisangani,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Tshopo,Kisangani,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Tshopo,Opala,projected,1/1/2023,6/30/2023,all,248645,1
4/1/2023,COD,109569000,Tshopo,Opala,projected,1/1/2023,6/30/2023,3+,49729,0.2
4/1/2023,COD,109569000,Tshopo,Opala,projected,1/1/2023,6/30/2023,1,74593,0.3
4/1/2023,COD,109569000,Tshopo,Opala,projected,1/1/2023,6/30/2023,2,124322,0.5
4/1/2023,COD,109569000,Tshopo,Opala,projected,1/1/2023,6/30/2023,3,49729,0.2
4/1/2023,COD,109569000,Tshopo,Opala,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Tshopo,Opala,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Tshopo,Yahuma,projected,1/1/2023,6/30/2023,all,172152,1
4/1/2023,COD,109569000,Tshopo,Yahuma,projected,1/1/2023,6/30/2023,3+,51645,0.3
4/1/2023,COD,109569000,Tshopo,Yahuma,projected,1/1/2023,6/30/2023,1,34430,0.2
4/1/2023,COD,109569000,Tshopo,Yahuma,projected,1/1/2023,6/30/2023,2,86076,0.5
4/1/2023,COD,109569000,Tshopo,Yahuma,projected,1/1/2023,6/30/2023,3,43038,0.25
4/1/2023,COD,109569000,Tshopo,Yahuma,projected,1/1/2023,6/30/2023,4,8607,0.05
4/1/2023,COD,109569000,Tshopo,Yahuma,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Inongo,projected,1/1/2023,6/30/2023,all,491665,1
4/1/2023,COD,109569000,Maï-Ndombe,Inongo,projected,1/1/2023,6/30/2023,3+,73749,0.15
4/1/2023,COD,109569000,Maï-Ndombe,Inongo,projected,1/1/2023,6/30/2023,1,172082,0.35
4/1/2023,COD,109569000,Maï-Ndombe,Inongo,projected,1/1/2023,6/30/2023,2,245832,0.5
4/1/2023,COD,109569000,Maï-Ndombe,Inongo,projected,1/1/2023,6/30/2023,3,73749,0.15
4/1/2023,COD,109569000,Maï-Ndombe,Inongo,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Inongo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Yumbi,projected,1/1/2023,6/30/2023,all,155782,1
4/1/2023,COD,109569000,Maï-Ndombe,Yumbi,projected,1/1/2023,6/30/2023,3+,38945,0.25
4/1/2023,COD,109569000,Maï-Ndombe,Yumbi,projected,1/1/2023,6/30/2023,1,46734,0.3
4/1/2023,COD,109569000,Maï-Ndombe,Yumbi,projected,1/1/2023,6/30/2023,2,70101,0.45
4/1/2023,COD,109569000,Maï-Ndombe,Yumbi,projected,1/1/2023,6/30/2023,3,38945,0.25
4/1/2023,COD,109569000,Maï-Ndombe,Yumbi,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Yumbi,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Bolobo,projected,1/1/2023,6/30/2023,all,180514,1
4/1/2023,COD,109569000,Maï-Ndombe,Bolobo,projected,1/1/2023,6/30/2023,3+,45127,0.25
4/1/2023,COD,109569000,Maï-Ndombe,Bolobo,projected,1/1/2023,6/30/2023,1,54154,0.3
4/1/2023,COD,109569000,Maï-Ndombe,Bolobo,projected,1/1/2023,6/30/2023,2,81231,0.45
4/1/2023,COD,109569000,Maï-Ndombe,Bolobo,projected,1/1/2023,6/30/2023,3,36102,0.2
4/1/2023,COD,109569000,Maï-Ndombe,Bolobo,projected,1/1/2023,6/30/2023,4,9025,0.05
4/1/2023,COD,109569000,Maï-Ndombe,Bolobo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Kiri,projected,1/1/2023,6/30/2023,all,245318,1
4/1/2023,COD,109569000,Maï-Ndombe,Kiri,projected,1/1/2023,6/30/2023,3+,49063,0.2
4/1/2023,COD,109569000,Maï-Ndombe,Kiri,projected,1/1/2023,6/30/2023,1,73595,0.3
4/1/2023,COD,109569000,Maï-Ndombe,Kiri,projected,1/1/2023,6/30/2023,2,122659,0.5
4/1/2023,COD,109569000,Maï-Ndombe,Kiri,projected,1/1/2023,6/30/2023,3,49063,0.2
4/1/2023,COD,109569000,Maï-Ndombe,Kiri,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Kiri,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Kutu,projected,1/1/2023,6/30/2023,all,491294,1
4/1/2023,COD,109569000,Maï-Ndombe,Kutu,projected,1/1/2023,6/30/2023,3+,73694,0.15
4/1/2023,COD,109569000,Maï-Ndombe,Kutu,projected,1/1/2023,6/30/2023,1,221082,0.45
4/1/2023,COD,109569000,Maï-Ndombe,Kutu,projected,1/1/2023,6/30/2023,2,196517,0.4
4/1/2023,COD,109569000,Maï-Ndombe,Kutu,projected,1/1/2023,6/30/2023,3,73694,0.15
4/1/2023,COD,109569000,Maï-Ndombe,Kutu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Kutu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Kwamouth,projected,1/1/2023,6/30/2023,all,162605,1
4/1/2023,COD,109569000,Maï-Ndombe,Kwamouth,projected,1/1/2023,6/30/2023,3+,32521,0.2
4/1/2023,COD,109569000,Maï-Ndombe,Kwamouth,projected,1/1/2023,6/30/2023,1,40651,0.25
4/1/2023,COD,109569000,Maï-Ndombe,Kwamouth,projected,1/1/2023,6/30/2023,2,89432,0.55
4/1/2023,COD,109569000,Maï-Ndombe,Kwamouth,projected,1/1/2023,6/30/2023,3,32521,0.2
4/1/2023,COD,109569000,Maï-Ndombe,Kwamouth,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Kwamouth,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Mushie,projected,1/1/2023,6/30/2023,all,160667,1
4/1/2023,COD,109569000,Maï-Ndombe,Mushie,projected,1/1/2023,6/30/2023,3+,24100,0.15
4/1/2023,COD,109569000,Maï-Ndombe,Mushie,projected,1/1/2023,6/30/2023,1,72300,0.45
4/1/2023,COD,109569000,Maï-Ndombe,Mushie,projected,1/1/2023,6/30/2023,2,64266,0.4
4/1/2023,COD,109569000,Maï-Ndombe,Mushie,projected,1/1/2023,6/30/2023,3,24100,0.15
4/1/2023,COD,109569000,Maï-Ndombe,Mushie,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Mushie,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Oshwe,projected,1/1/2023,6/30/2023,all,432923,1
4/1/2023,COD,109569000,Maï-Ndombe,Oshwe,projected,1/1/2023,6/30/2023,3+,64938,0.15
4/1/2023,COD,109569000,Maï-Ndombe,Oshwe,projected,1/1/2023,6/30/2023,1,151523,0.35
4/1/2023,COD,109569000,Maï-Ndombe,Oshwe,projected,1/1/2023,6/30/2023,2,216461,0.5
4/1/2023,COD,109569000,Maï-Ndombe,Oshwe,projected,1/1/2023,6/30/2023,3,64938,0.15
4/1/2023,COD,109569000,Maï-Ndombe,Oshwe,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Maï-Ndombe,Oshwe,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut-Lomami,Kamina,projected,1/1/2023,6/30/2023,all,678929,1
4/1/2023,COD,109569000,Haut-Lomami,Kamina,projected,1/1/2023,6/30/2023,3+,33946,0.05
4/1/2023,COD,109569000,Haut-Lomami,Kamina,projected,1/1/2023,6/30/2023,1,271571,0.4
4/1/2023,COD,109569000,Haut-Lomami,Kamina,projected,1/1/2023,6/30/2023,2,373410,0.55
4/1/2023,COD,109569000,Haut-Lomami,Kamina,projected,1/1/2023,6/30/2023,3,33946,0.05
4/1/2023,COD,109569000,Haut-Lomami,Kamina,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut-Lomami,Kamina,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut-Lomami,Bukama,projected,1/1/2023,6/30/2023,all,1164960,1
4/1/2023,COD,109569000,Haut-Lomami,Bukama,projected,1/1/2023,6/30/2023,3+,349488,0.3
4/1/2023,COD,109569000,Haut-Lomami,Bukama,projected,1/1/2023,6/30/2023,1,174744,0.15
4/1/2023,COD,109569000,Haut-Lomami,Bukama,projected,1/1/2023,6/30/2023,2,640728,0.55
4/1/2023,COD,109569000,Haut-Lomami,Bukama,projected,1/1/2023,6/30/2023,3,349488,0.3
4/1/2023,COD,109569000,Haut-Lomami,Bukama,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut-Lomami,Bukama,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut-Lomami,Kabongo,projected,1/1/2023,6/30/2023,all,818432,1
4/1/2023,COD,109569000,Haut-Lomami,Kabongo,projected,1/1/2023,6/30/2023,3+,81843,0.1
4/1/2023,COD,109569000,Haut-Lomami,Kabongo,projected,1/1/2023,6/30/2023,1,286451,0.35
4/1/2023,COD,109569000,Haut-Lomami,Kabongo,projected,1/1/2023,6/30/2023,2,450137,0.55
4/1/2023,COD,109569000,Haut-Lomami,Kabongo,projected,1/1/2023,6/30/2023,3,81843,0.1
4/1/2023,COD,109569000,Haut-Lomami,Kabongo,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut-Lomami,Kabongo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut-Lomami,Kaniama,projected,1/1/2023,6/30/2023,all,313333,1
4/1/2023,COD,109569000,Haut-Lomami,Kaniama,projected,1/1/2023,6/30/2023,3+,15666,0.05
4/1/2023,COD,109569000,Haut-Lomami,Kaniama,projected,1/1/2023,6/30/2023,1,156666,0.5
4/1/2023,COD,109569000,Haut-Lomami,Kaniama,projected,1/1/2023,6/30/2023,2,140999,0.45
4/1/2023,COD,109569000,Haut-Lomami,Kaniama,projected,1/1/2023,6/30/2023,3,15666,0.05
4/1/2023,COD,109569000,Haut-Lomami,Kaniama,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut-Lomami,Kaniama,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut-Lomami,Malemba-nkulu,projected,1/1/2023,6/30/2023,all,1014856,1
4/1/2023,COD,109569000,Haut-Lomami,Malemba-nkulu,projected,1/1/2023,6/30/2023,3+,202971,0.2
4/1/2023,COD,109569000,Haut-Lomami,Malemba-nkulu,projected,1/1/2023,6/30/2023,1,253714,0.25
4/1/2023,COD,109569000,Haut-Lomami,Malemba-nkulu,projected,1/1/2023,6/30/2023,2,558170,0.55
4/1/2023,COD,109569000,Haut-Lomami,Malemba-nkulu,projected,1/1/2023,6/30/2023,3,202971,0.2
4/1/2023,COD,109569000,Haut-Lomami,Malemba-nkulu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut-Lomami,Malemba-nkulu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sankuru,Lusambo,projected,1/1/2023,6/30/2023,all,449529,1
4/1/2023,COD,109569000,Sankuru,Lusambo,projected,1/1/2023,6/30/2023,3+,44952,0.1
4/1/2023,COD,109569000,Sankuru,Lusambo,projected,1/1/2023,6/30/2023,1,134858,0.3
4/1/2023,COD,109569000,Sankuru,Lusambo,projected,1/1/2023,6/30/2023,2,269717,0.6
4/1/2023,COD,109569000,Sankuru,Lusambo,projected,1/1/2023,6/30/2023,3,44952,0.1
4/1/2023,COD,109569000,Sankuru,Lusambo,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Sankuru,Lusambo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sankuru,Katako-kombe,projected,1/1/2023,6/30/2023,all,458856,1
4/1/2023,COD,109569000,Sankuru,Katako-kombe,projected,1/1/2023,6/30/2023,3+,137656,0.3
4/1/2023,COD,109569000,Sankuru,Katako-kombe,projected,1/1/2023,6/30/2023,1,137656,0.3
4/1/2023,COD,109569000,Sankuru,Katako-kombe,projected,1/1/2023,6/30/2023,2,183542,0.4
4/1/2023,COD,109569000,Sankuru,Katako-kombe,projected,1/1/2023,6/30/2023,3,91771,0.2
4/1/2023,COD,109569000,Sankuru,Katako-kombe,projected,1/1/2023,6/30/2023,4,45885,0.1
4/1/2023,COD,109569000,Sankuru,Katako-kombe,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sankuru,Kole,projected,1/1/2023,6/30/2023,all,266422,1
